Name,Enthalpy,vDW,HBD,HBA,Lost Water entropy,Side chain conformational entropy
ZINC02618726,740.08,719.398,11.6072,9.07437,39.0,-14.8
ZINC22073515,740.097,716.42,-10.5904,34.2668,63.0,-16.21
ZINC05840331,740.109,415.154,324.955,0,54.0,-12.540000000000001
ZINC22543647,740.113,747.936,-14.0849,6.26184,48.0,-15.99
ZINC23357815,740.127,603.239,67.6707,69.2173,63.0,-16.56
ZINC20091593,740.14,564.001,-4.19538,180.334,66.0,-16.88
ZINC22468849,740.145,643.375,88.3506,8.41933,72.0,-18.34
ZINC23676106,740.155,746.098,-2.18327,-3.75981,66.0,-11.74
ZINC16097364,740.178,653.238,-4.41656,91.3564,30.0,-10.790000000000001
ZINC15972162,740.19,692.004,23.6464,24.5389,63.0,-13.13
ZINC04840135,740.207,420.451,-0.750767,320.507,39.0,-12.13
ZINC31468995,740.208,648.188,82.4311,9.5886,75.0,-18.48
ZINC08582695,740.212,713.217,14.2534,12.7413,57.0,-14.5
ZINC21635391,740.22,608.909,85.9651,45.3463,48.0,-15.42
ZINC14258569,740.22,671.55,33.8803,34.7896,51.0,-10.71
ZINC10911340,740.229,580.268,86.1341,73.8262,54.0,-18.63
ZINC19854444,740.241,750.57,-5.56515,-4.76402,42.0,-14.55
ZINC02584763,740.249,480.268,37.0984,222.883,63.0,-13.15
ZINC04698123,740.258,660.552,37.8981,41.8075,42.0,-12.83
ZINC24122837,740.258,619.897,7.54182,112.82,63.0,-11.950000000000001
ZINC21326306,740.272,556.45,95.1812,88.641,42.0,-16.65
ZINC11612972,740.28,743.474,-1.43022,-1.76396,36.0,-17.740000000000002
ZINC30505968,740.296,743.845,3.38942,-6.93803,48.0,-15.05
ZINC01961255,740.323,643.876,-2.69028,99.1379,39.0,-17.04
ZINC25040188,740.324,274.925,203.228,262.171,45.0,-12.88
ZINC10265356,740.358,520.21,116.02,104.129,75.0,-19.45
ZINC14969409,740.383,695.859,20.9506,23.5727,63.0,-13.43
ZINC10731590,740.392,741.212,0.487171,-1.30688,30.0,-12.42
ZINC23562282,740.393,745.306,-2.19706,-2.71547,36.0,-16.330000000000002
ZINC04372600,740.396,722.594,8.7919,9.00972,21.0,-13.450000000000001
ZINC15434705,740.424,140.561,100.48,499.383,39.0,-9.71
ZINC16749841,740.424,722.242,-4.94247,23.1245,60.0,-16.9
ZINC04372600,740.437,738.418,6.39582,-4.37669,45.0,-16.84
ZINC27749238,740.448,690.967,3.74273,45.7381,84.0,-13.49
ZINC26601293,740.46,572.706,18.0126,149.741,87.0,-21.03
ZINC30594800,740.48,734.124,-1.07133,7.42776,63.0,-18.02
ZINC28291742,740.487,604.91,1.00702,134.57,54.0,-15.93
ZINC21161956,740.514,594.544,48.5652,97.4047,75.0,-17.35
ZINC18655073,740.517,325.468,389.891,25.1576,36.0,-17.650000000000002
ZINC06718665,740.559,665.345,19.7808,55.4332,69.0,-18.240000000000002
ZINC29976590,740.563,465.382,239.274,35.9075,39.0,-12.5
ZINC28368352,740.618,622.915,97.1132,20.5893,33.0,-11.26
ZINC12725166,740.619,747.475,-2.9555,-3.89995,27.0,-16.2
BDB5455,740.622,753.07,-5.00531,-7.44238,66.0,-16.1
ZINC12916602,740.641,648.645,26.2833,65.7126,42.0,-15.69
ZINC16549529,740.671,582.575,-4.33374,162.429,60.0,-13.22
ZINC01934120,740.708,721.547,-2.6111,21.7715,48.0,-14.15
ZINC04715688,740.717,463.945,265.042,11.7299,66.0,-11.81
ZINC11363922,740.728,642.652,-0.3189,98.3951,24.0,-14.540000000000001
ZINC22810146,740.731,613.666,128.528,-1.46248,57.0,-16.69
ZINC04743451,740.757,650.347,-2.78799,93.198,45.0,-18.07
ZINC23352832,740.759,745.577,-3.48277,-1.33518,33.0,-17.35
ZINC04258582,740.767,619.679,42.9373,78.1511,39.0,-14.6
ZINC31855696,740.768,747.438,-2.71584,-3.95345,27.0,-16.72
ZINC12323875,740.773,413.318,162.185,165.271,60.0,-16.66
ZINC17205195,740.779,532.451,207.487,0.840851,36.0,-12.59
ZINC04698123,740.795,722.276,10.2322,8.28751,30.0,-16.25
ZINC06009404,740.822,647.191,100.177,-6.5467,39.0,-15.09
ZINC14656591,740.845,715.828,15.5525,9.46453,39.0,-12.540000000000001
ZINC29082038,740.845,509.215,16.923,214.707,54.0,-10.85
ZINC32088605,740.88,553.917,9.493,177.47,69.0,-16.28
ZINC31148075,740.895,635.381,107.302,-1.7893,69.0,-12.07
ZINC09697519,740.918,618.425,132.377,-9.88417,57.0,-13.17
ZINC16977658,740.949,755.72,-3.21725,-11.5539,24.0,-11.44
ZINC04698123,740.952,676.026,40.1418,24.7843,54.0,-11.450000000000001
ZINC25665353,740.967,659.924,74.4574,6.58534,48.0,-9.56
ZINC02188659,740.983,626.576,-0.228798,114.635,54.0,-17.02
ZINC05227114,740.985,393.266,77.8149,269.905,57.0,-11.27
ZINC02956599,741,546.513,54.2046,140.282,45.0,-10.28
ZINC08845159,741.001,445.114,223.841,72.0465,72.0,-16.42
ZINC10934839,741.001,747.053,-7.29965,1.24826,57.0,-14.42
ZINC24122837,741.007,525.752,-3.49397,218.749,63.0,-11.91
ZINC09015506,741.023,282.842,275.224,182.958,51.0,-16.15
ZINC14948771,741.027,533.614,122.463,84.9499,102.0,-16.92
ZINC30785304,741.031,472.018,135.253,133.76,63.0,-17.75
ZINC23253961,741.038,729.734,5.32349,5.97976,15.0,-12.48
ZINC10366344,741.049,591.959,9.29564,139.794,57.0,-16.28
ZINC07400412,823.455,617.118,103.136,103.201,48.0,-17.94
ZINC11220330,823.456,605.692,90,127.763,30.0,-10.75
ZINC05166718,823.465,473.541,5.916,344.008,63.0,-15.85
ZINC28477336,823.466,701.324,3.08559,119.056,57.0,-17.23
ZINC01058176,823.478,419.595,250.809,153.074,84.0,-12.25
ZINC04229672,823.484,688.098,48.444,86.9422,51.0,-18.61
ZINC27860100,823.489,632.521,-1.58465,192.553,66.0,-14.55
ZINC09397322,823.501,665.638,83.7978,74.0652,87.0,-12.61
ZINC01961255,823.504,815.319,13.2186,-5.03375,30.0,-17.45
ZINC01739471,823.531,826.074,-2.54358,0,39.0,-12.700000000000001
ZINC26381086,823.553,697.739,-5.73265,131.547,51.0,-13.13
BDB5452,823.587,816.208,12.7924,-5.41306,75.0,-16.67
ZINC14963074,823.654,704.542,114.999,4.11239,33.0,-15.39
BDB5447,823.665,834.767,-6.4092,-4.69294,60.0,-15.82
ZINC18203248,823.694,754.555,37.0938,32.0453,30.0,-17.5
ZINC14842710,823.705,543.453,15.0805,265.172,60.0,-14.450000000000001
ZINC28477336,823.718,551.759,1.62839,270.331,54.0,-14.48
ZINC07252560,823.753,593.134,123.669,106.95,27.0,-11.85
ZINC24004811,823.782,730.758,88.6397,4.38422,54.0,-10.14
BDB13907,823.783,614.805,62.2368,146.742,51.0,-16.61
ZINC04698123,823.791,353.034,288.679,182.079,66.0,-12.76
ZINC23454474,823.795,678.301,148.467,-2.97336,51.0,-14.25
ZINC31750020,823.796,499.299,152.288,172.209,39.0,-18.68
ZINC22261190,823.838,671.181,1.86027,150.797,24.0,-16.27
ZINC20497631,823.926,807.425,3.45565,13.045,36.0,-14.200000000000001
ZINC10366344,823.946,557.114,-4.61095,271.443,57.0,-10.28
ZINC31439009,823.955,424.591,206.057,193.307,36.0,-13.25
ZINC19313476,823.967,585.032,62.7978,176.137,60.0,-16.91
ZINC10176279,823.969,817.854,8.49445,-2.37942,42.0,-12.81
ZINC29385926,823.987,639.141,86.2234,98.6218,69.0,-10.11
ZINC11956661,824.005,774.507,-4.5031,54.0008,45.0,-21.0
ZINC22306765,824.009,650.03,-4.75905,178.738,54.0,-13.46
ZINC16682009,824.013,830.919,-0.74971,-6.15625,30.0,-12.74
ZINC08845159,824.015,340.379,241.23,242.406,51.0,-13.67
ZINC08764005,824.02,835.035,-5.23062,-5.78402,45.0,-10.28
ZINC26764358,824.044,608.149,95.5526,120.342,36.0,-13.790000000000001
ZINC22496288,824.07,447.996,132.353,243.722,39.0,-12.76
ZINC21326306,824.102,782.707,-7.1415,48.5364,48.0,-9.870000000000001
ZINC18811785,824.127,825.645,-0.508506,-1.00878,39.0,-12.3
ZINC06600407,824.138,606.072,80.2773,137.788,54.0,-13.69
ZINC26453478,824.146,675.048,31.5793,117.518,57.0,-12.43
ZINC27860100,824.153,412.244,57.7818,354.127,48.0,-12.43
ZINC05842609,824.195,544.798,143.61,135.787,57.0,-13.64
ZINC27305927,824.202,483.218,85.7977,255.186,45.0,-14.84
ZINC23489373,824.223,505.88,165.785,152.558,57.0,-13.290000000000001
ZINC17819311,824.239,591.286,41.2874,191.666,54.0,-16.3
ZINC23189181,824.242,686.892,89.1669,48.1834,45.0,-9.92
ZINC31467281,824.25,434.992,93.1241,296.134,54.0,-17.150000000000002
ZINC15190104,824.279,824.858,-1.07938,0.500608,42.0,-17.1
ZINC11874194,824.287,789.707,-0.696917,35.2772,27.0,-13.06
ZINC00753778,824.292,725.967,111.547,-13.2226,48.0,-13.370000000000001
ZINC17371154,824.31,662.924,-0.841996,162.228,33.0,-17.97
ZINC18065318,824.311,802.434,21.5852,0.291293,54.0,-15.860000000000001
ZINC14842710,824.315,542.126,15.1129,267.076,60.0,-14.450000000000001
BDB13904,824.347,827.814,-2.80186,-0.665234,66.0,-17.19
ZINC21447610,824.356,641.18,16.6616,166.515,75.0,-11.97
ZINC04927456,824.359,810.947,17.3063,-3.89433,48.0,-15.280000000000001
BDB13911,824.361,525.973,118.387,180,51.0,-10.71
ZINC27731513,824.362,521.782,217.301,85.2792,57.0,-12.8
ZINC12614455,824.363,493.974,-4.98047,335.369,69.0,-16.490000000000002
ZINC12224810,824.371,435.902,40.9349,347.535,60.0,-12.5
ZINC06430824,824.371,591.313,50.0526,183.005,33.0,-13.18
ZINC22867353,824.38,816.73,-3.25996,10.9107,57.0,-14.68
ZINC04909153,824.406,813.054,19.0073,-7.65445,66.0,-13.17
ZINC06242113,824.406,719.508,-2.28839,107.186,27.0,-13.39
ZINC23488257,824.415,754.181,38.8127,31.4211,12.0,-14.51
ZINC22468849,824.425,809.166,17.6598,-2.40103,45.0,-17.56
ZINC14557560,824.439,829.289,-1.6391,-3.21106,36.0,-14.69
ZINC30509939,824.446,817.706,8.64354,-1.90354,48.0,-16.57
ZINC21607390,824.453,489.915,-5.207,339.745,42.0,-14.99
ZINC22179703,824.469,783.645,42.9463,-2.12252,36.0,-12.780000000000001
ZINC23562282,824.47,595.591,17.4877,211.392,51.0,-13.11
ZINC23226903,824.476,825.063,-0.58639,0,33.0,-15.08
ZINC31891915,824.488,813.661,-2.02524,12.8524,48.0,-12.620000000000001
ZINC31924453,824.506,638.038,90.0756,96.3925,54.0,-11.97
ZINC13998157,824.523,789.176,25.5918,9.75488,63.0,-22.0
ZINC15103045,824.526,835.283,-4.85244,-5.90485,33.0,-14.69
ZINC25188104,824.538,827.298,2.5939,-5.35384,48.0,-16.61
ZINC15972162,824.552,680.606,128.629,15.3173,48.0,-15.8
ZINC02957495,824.558,558.15,209.17,57.2371,45.0,-11.19
ZINC24274192,824.58,444.506,186.687,193.386,69.0,-15.57
ZINC10491483,824.586,776.357,34.5578,13.6714,54.0,-12.71
ZINC22866545,824.628,740.338,-1.65452,85.9443,42.0,-12.55
ZINC31410065,824.629,833.108,-1.60149,-6.87722,60.0,-13.73
ZINC21327934,824.63,642.443,91.2901,90.8971,72.0,-15.92
ZINC19204006,824.643,669.384,80.8392,74.42,54.0,-13.14
ZINC15093334,824.66,604.993,6.73357,212.933,42.0,-12.99
ZINC30505968,824.662,654.31,11.4462,158.905,45.0,-16.81
ZINC31778866,824.679,830.679,-0.872556,-5.12746,75.0,-18.28
ZINC21736574,824.69,675.224,144.572,4.89385,42.0,-15.77
ZINC17967785,824.691,769.781,-0.685401,55.5952,66.0,-15.3
ZINC28951507,824.715,177.559,-5.33578,652.491,51.0,-17.240000000000002
ZINC12818621,824.723,830.184,-4.11691,-1.34407,27.0,-19.69
ZINC01889240,824.747,824.639,-2.33864,2.44638,63.0,-19.64
ZINC09191252,824.75,712.823,-6.13795,118.065,63.0,-17.73
ZINC14543535,824.775,678.945,118.946,26.8842,48.0,-17.01
ZINC01642445,824.781,808.58,-2.36304,18.5643,36.0,-14.91
ZINC12730111,824.801,640.669,98.8877,85.2434,51.0,-12.99
ZINC03542645,824.809,346.972,94.6064,383.23,69.0,-13.41
ZINC23452226,824.816,699.249,-5.14075,130.708,81.0,-15.610000000000001
ZINC14648346,824.819,716.231,-5.80884,114.397,51.0,-12.72
ZINC32064496,824.819,828.715,-2.58909,-1.30599,27.0,-12.99
ZINC18811785,824.839,706.6,-0.917178,119.156,39.0,-17.7
ZINC16026822,824.841,706.717,10.3202,107.804,66.0,-16.32
ZINC29172143,824.862,469.497,145.379,209.986,54.0,-20.07
ZINC31467281,824.887,712.324,-4.29958,116.863,54.0,-13.97
ZINC23740603,824.905,674.823,60.0824,90,51.0,-10.540000000000001
ZINC07098927,824.914,637.38,0,187.534,36.0,-14.43
ZINC16026888,824.927,792.523,-7.68276,40.0865,42.0,-19.06
ZINC31916306,824.931,817.835,-1.0262,8.12245,30.0,-11.950000000000001
ZINC09295543,824.938,578.433,95.5186,150.986,48.0,-15.18
ZINC30898684,824.938,829.598,-1.74096,-2.91908,54.0,-14.75
ZINC00692674,824.945,819.815,-1.54333,6.67322,54.0,-12.34
ZINC25661058,824.945,800.892,13.5798,10.4731,42.0,-9.66
ZINC12640533,824.951,825.207,-2.50222,2.24615,48.0,-12.02
ZINC14656591,824.962,491.557,133.346,200.06,45.0,-16.1
ZINC27864976,824.964,830.698,-0.755519,-4.97932,30.0,-14.52
ZINC07587245,824.972,291.847,356.479,176.646,66.0,-12.5
ZINC16026888,824.979,718.427,0.743134,105.809,63.0,-15.25
ZINC00695485,824.98,654.461,84.1339,86.3853,30.0,-15.48
ZINC23473809,824.991,698.474,28.3732,98.1433,57.0,-18.6
ZINC20032260,824.992,789.996,-11.4257,46.4217,48.0,-16.81
ZINC22727394,824.999,782.997,32.4523,9.5491,72.0,-18.35
ZINC08525824,824.999,660.41,84.2667,80.3231,27.0,-11.76
ZINC10480387,825.013,663.349,23.8367,137.828,42.0,-16.04
ZINC09398885,825.014,666.313,90.7193,67.9812,69.0,-13.84
ZINC28132328,825.048,829.179,-1.76681,-2.36403,51.0,-14.46
ZINC12290721,825.058,476.049,90.9226,258.086,48.0,-13.56
ZINC26737704,825.068,689.769,4.08445,131.215,60.0,-15.26
ZINC12600967,825.08,645.455,75.4909,104.134,81.0,-16.21
ZINC21326306,825.108,838.344,-7.78758,-5.44849,42.0,-8.57
ZINC26601293,825.123,558.304,164.658,102.162,57.0,-13.1
ZINC10176279,825.141,774.124,39.4076,11.609,69.0,-16.87
ZINC13922344,825.156,506.155,207.999,111.002,69.0,-12.73
ZINC09541466,825.177,669.674,14.9531,140.55,30.0,-10.23
ZINC04664714,825.201,828.839,-3.54731,-0.0906555,36.0,-12.200000000000001
ZINC08768593,825.217,680.237,113.155,31.8244,84.0,-15.65
ZINC02794487,825.263,702.24,-2.94632,125.969,24.0,-11.02
ZINC02911450,825.268,641.796,-2.7996,186.271,48.0,-16.87
ZINC22660346,825.269,840.486,-6.90995,-8.30706,39.0,-18.34
ZINC22512771,825.287,691.72,-1.03945,134.607,42.0,-16.88
ZINC25860557,825.295,120.282,466.943,238.07,75.0,-13.14
ZINC04743451,825.304,778.974,-2.89944,49.2288,48.0,-13.05
ZINC21006552,825.323,652.908,87.0984,85.3168,39.0,-13.94
ZINC20049106,825.324,731.76,-4.4489,98.0125,69.0,-16.21
ZINC28491211,825.352,774.549,-2.71254,53.5154,60.0,-10.26
ZINC01739471,825.356,827.931,-2.57517,0,39.0,-12.700000000000001
ZINC08845159,825.367,824.546,-6.21535,7.03593,60.0,-16.28
ZINC16130831,825.39,598.267,88.2459,138.877,42.0,-16.69
ZINC30984245,825.402,503.809,87.3783,234.214,87.0,-14.32
ZINC21048332,825.403,827.774,-1.69664,-0.674191,51.0,-12.83
ZINC16066846,825.409,553.547,-1.68272,273.545,66.0,-15.83
ZINC08811269,825.411,573.698,43.8402,207.873,54.0,-16.240000000000002
ZINC31874377,825.418,800.378,-2.35506,27.3948,42.0,-12.18
ZINC16977658,825.459,588.092,118.826,118.541,24.0,-10.88
ZINC08790256,825.473,413.993,165.209,246.271,69.0,-16.17
ZINC01739471,825.475,828.086,-2.61171,0,39.0,-12.700000000000001
ZINC06301891,825.487,805.078,1.90985,18.4987,42.0,-13.58
ZINC31750020,825.495,708.174,19.2597,98.0614,69.0,-13.14
ZINC12570106,825.495,768.807,-4.92068,61.6084,66.0,-14.71
ZINC15033254,825.498,701.97,38.3738,85.1536,51.0,-18.43
ZINC24136237,825.503,686.52,-5.07091,144.054,72.0,-13.280000000000001
ZINC09006181,825.522,535.087,-2.28888,292.724,42.0,-18.11
ZINC12224810,825.534,212.573,63.2257,549.735,42.0,-16.36
ZINC28212918,825.537,770.897,59.7541,-5.11396,42.0,-12.86
ZINC09295543,825.539,399.646,131.724,294.169,60.0,-15.43
ZINC30290889,825.543,778.437,-3.20306,50.3087,21.0,-17.990000000000002
ZINC19204006,825.56,479.849,171.239,174.473,24.0,-15.02
ZINC31383965,825.574,559.608,-4.14557,270.112,45.0,-19.0
ZINC31855696,825.581,829.429,-2.4943,-1.35353,45.0,-17.07
ZINC12224810,825.615,702.002,34.9011,88.7113,42.0,-12.46
ZINC30981806,825.622,475.127,219.706,130.788,66.0,-18.68
ZINC14842710,825.641,816.335,6.86629,2.44022,27.0,-16.54
ZINC25113432,825.659,640.052,87.3625,98.2446,36.0,-13.85
ZINC26208276,825.668,513.086,222.358,90.2237,51.0,-16.22
ZINC23562282,825.678,480.239,234.339,111.1,45.0,-12.68
ZINC30550114,825.724,368.149,116.196,341.379,60.0,-18.580000000000002
ZINC16923173,825.734,738.96,42.781,43.9928,15.0,-9.85
ZINC23253961,825.748,629.863,96.7454,99.1394,33.0,-14.84
ZINC31924453,825.78,827.456,-0.774986,-0.901738,27.0,-13.24
ZINC16012792,825.797,652.237,133.423,40.1372,57.0,-18.27
ZINC09626181,825.808,744.693,83.3613,-2.24691,66.0,-17.38
ZINC03233606,825.812,615.79,-1.46366,211.485,57.0,-14.1
ZINC20175511,825.814,633.581,-0.985903,193.218,48.0,-14.6
ZINC28796235,825.819,656.875,25.1477,143.796,54.0,-18.990000000000002
ZINC14957917,825.837,713.537,23.5852,88.7139,48.0,-12.65
ZINC30746251,825.862,535.843,192.366,97.6527,72.0,-13.23
ZINC21736574,825.893,726.047,98.8296,1.01667,42.0,-17.01
ZINC04670323,825.894,647.418,89.5032,88.9729,51.0,-16.4
ZINC01650029,825.905,803.981,-0.985658,22.9093,51.0,-20.86
ZINC13594654,825.92,822.298,-0.824152,4.44663,27.0,-21.27
ZINC25347454,825.924,832.387,-3.70165,-2.76184,66.0,-15.65
ZINC26771678,825.945,638.709,-10.5165,197.752,69.0,-11.5
ZINC09560590,825.954,831.433,-2.83004,-2.64909,60.0,-16.080000000000002
ZINC03458652,825.957,745.141,-2.03362,82.8499,63.0,-17.38
ZINC09397322,825.962,643.887,48.194,133.881,45.0,-15.85
ZINC31658054,825.975,464.395,32.7108,328.869,60.0,-15.3
ZINC15968013,825.999,660.179,88.773,77.0469,45.0,-12.84
ZINC24573137,826.001,661.627,127.859,36.5145,51.0,-10.5
ZINC30749136,826.015,784.979,26.4653,14.5709,45.0,-17.63
ZINC12784804,826.05,602.625,111.612,111.813,48.0,-11.63
BDB13916,826.088,667.298,78.2974,80.4928,48.0,-16.98
ZINC31874377,826.125,624.251,-1.34421,203.218,24.0,-12.09
ZINC30594800,826.142,811.678,15.6282,-1.16421,45.0,-20.29
BDB5441,826.146,811.098,3.41005,11.6379,66.0,-15.38
ZINC21841837,826.174,617.652,-1.63972,210.162,36.0,-13.46
ZINC20816767,826.191,828.826,-2.33554,-0.299652,12.0,-12.75
ZINC31049294,826.199,681.874,-9.81283,154.137,60.0,-18.14
ZINC24217936,826.212,829.287,-2.70477,-0.370195,57.0,-17.56
ZINC31952331,826.223,303.609,167.887,354.726,30.0,-13.83
ZINC21325677,826.227,688.758,139.383,-1.91433,54.0,-12.92
ZINC26616407,826.243,735.141,-2.08152,93.1837,30.0,-13.61
ZINC14963018,826.25,843.748,-7.39839,-10.1002,63.0,-16.66
ZINC14656591,826.25,374.509,142.082,309.66,63.0,-14.72
ZINC15529878,826.261,472.536,239.099,114.627,99.0,-18.64
ZINC27558343,826.29,809.798,-3.49063,19.9822,27.0,-16.0
ZINC16923173,826.295,385.517,155.307,285.47,48.0,-15.860000000000001
ZINC22468849,826.311,816.792,10.2375,-0.718471,63.0,-18.32
ZINC04698123,826.33,608.799,229.789,-12.2581,45.0,-17.04
ZINC16447750,826.33,495.178,14.6917,316.46,54.0,-13.83
ZINC01994373,826.338,739.7,88.6361,-1.99824,39.0,-12.82
ZINC26747564,826.364,377.196,8.40854,440.76,45.0,-13.91
ZINC07973719,826.372,516.596,16.1952,293.581,51.0,-16.91
ZINC12339360,826.406,648.263,-0.76916,178.912,39.0,-16.16
ZINC21826329,826.409,659.146,70.1718,97.0919,51.0,-12.69
ZINC04030418,826.414,834.986,-0.98766,-7.58389,45.0,-15.98
ZINC09626181,826.415,641.814,24.4311,160.169,78.0,-13.85
ZINC17124991,826.423,380.638,109.086,336.699,69.0,-17.81
ZINC23189181,826.424,519.386,195.585,111.453,42.0,-11.53
ZINC29344961,826.425,435.861,-2.77111,393.336,30.0,-16.39
ZINC15406385,826.428,764.664,-3.59143,65.355,39.0,-12.33
ZINC21841837,826.438,822.172,-3.69474,7.96078,45.0,-11.39
ZINC19204006,826.444,614.13,30.7986,181.516,66.0,-13.14
ZINC11408201,826.452,548.089,-8.14365,286.507,69.0,-12.57
ZINC30159444,826.455,381.916,250.708,193.831,54.0,-10.98
ZINC04229672,826.47,639.867,103.357,83.2458,69.0,-15.06
ZINC30505968,826.477,755.052,13.079,58.3462,84.0,-20.11
ZINC02911450,826.493,636.289,28.4695,161.735,69.0,-12.23
ZINC00982363,826.498,420.173,-0.167893,406.493,48.0,-11.71
ZINC23420394,826.499,840.507,-5.32229,-8.68526,42.0,-12.72
BDB5452,826.505,650.133,87.1881,89.1837,39.0,-12.4
ZINC01290250,826.509,617.418,32.0934,176.997,27.0,-15.620000000000001
ZINC08525824,826.523,832.099,-2.27186,-3.30327,33.0,-13.040000000000001
ZINC26410845,826.528,807.787,7.44708,11.2938,36.0,-18.92
ZINC22512771,826.53,503.612,140.728,182.19,45.0,-16.29
ZINC31874377,826.535,436.489,88.5554,301.491,48.0,-12.89
ZINC04229672,826.562,800.207,8.66647,17.688,60.0,-13.26
ZINC12784804,826.584,663.717,78.7955,84.0714,33.0,-14.32
ZINC11973078,826.589,560.461,88.7287,177.4,39.0,-11.700000000000001
ZINC02584763,826.59,655.729,86.5202,84.3404,63.0,-16.56
ZINC22496288,826.594,679.301,-1.82,149.113,42.0,-14.22
ZINC12224810,826.617,356.144,-2.05237,472.525,45.0,-13.790000000000001
ZINC21677339,826.631,367.094,331.862,127.675,69.0,-19.5
ZINC26101758,826.641,687.842,8.64941,130.15,54.0,-16.31
ZINC11745344,826.643,643.348,8.7818,174.513,51.0,-15.09
ZINC14566381,826.664,595.432,237.627,-6.39523,63.0,-17.45
ZINC04899398,826.679,735.538,88.5005,2.64075,66.0,-11.76
ZINC04927456,826.68,683.082,35.9358,107.662,60.0,-16.52
ZINC17309401,826.687,723.94,-2.46304,105.21,42.0,-12.05
ZINC31891915,826.689,274.278,-4.70802,557.119,60.0,-18.11
ZINC07719367,826.696,829.637,-3.13063,0.188938,27.0,-14.07
ZINC00866647,826.7,618.07,124.894,83.7361,69.0,-16.41
ZINC01642445,826.738,810.615,-2.43081,18.5546,36.0,-14.91
ZINC29638374,826.748,675.162,69.0151,82.5714,57.0,-14.42
ZINC31394429,826.753,825.448,-4.19799,5.5035,39.0,-14.59
ZINC03168593,826.779,509.886,28.0089,288.884,54.0,-13.67
ZINC25347454,826.8,811.002,-1.86997,17.6677,39.0,-13.49
ZINC26010244,826.806,751.566,-2.34039,77.5802,51.0,-18.55
ZINC28726390,826.811,724.36,80.7133,21.7379,48.0,-9.200000000000001
ZINC02553817,826.838,811.35,17.8816,-2.39349,45.0,-13.99
BDB5447,826.841,835.264,-5.20917,-3.21365,60.0,-14.71
ZINC20923200,826.849,652.338,87.1145,87.3961,42.0,-13.0
ZINC06364889,826.861,757.533,-0.677113,70.0052,60.0,-14.870000000000001
ZINC26735806,826.872,828.855,-6.38148,4.39842,42.0,-17.38
ZINC08743247,826.874,808.984,10.6435,7.24694,45.0,-16.54
ZINC21048332,826.919,504.995,148.313,173.611,48.0,-14.3
ZINC12419186,826.93,695.871,-0.847056,131.906,45.0,-19.13
ZINC01934120,826.937,484.108,-8.59946,351.428,45.0,-16.94
ZINC27063443,826.998,695.897,115.131,15.9706,51.0,-18.59
ZINC16097364,826.998,529.512,192.962,104.524,54.0,-14.14
ZINC05381959,827.008,671.015,16.072,139.921,57.0,-16.8
ZINC06616921,827.012,552.366,-1.71423,276.361,54.0,-15.870000000000001
ZINC15533005,827.032,844.094,-6.40265,-10.659,51.0,-15.860000000000001
ZINC10176524,827.05,835.684,-3.19581,-5.43768,63.0,-14.82
